overall_rating,rating_norm,rating_label,likes,like_sent_label,like_sent_score,dislikes,dislike_sent_label,dislike_sent_score,text_combined,text_sent_label,text_sent_score,consistency_label,rag_explanation,title,department,date
1.0,1.0,-1,All are bad,NEGATIVE,-1.0,Lg employee,NEUTRAL,0.0,all are bad lg employee,NEUTRAL,0.0,AMBIGUOUS,,Store Assistant,Stores & Material Management Department,7 Feb 2023
3.0,3.0,0,Skill development and industry best practices,POSITIVE,1.0,Long working hours and less work life balance,NEGATIVE,-1.0,skill development and industry best practices long working hours and less work life balance,POSITIVE,0.75,AMBIGUOUS,,Senior Engineer,,2 Aug 2022
5.0,5.0,1,LG is taking care of it's employees. It provides good work culture in company,POSITIVE,1.0,"Amazing working style, culture job security",POSITIVE,1.0,"lg is taking care of it's employees. it provides good work culture in company amazing working style, culture job security",POSITIVE,0.75,GENUINE,,Senior executive,Market Research & Insights Department,1 Jul 2022
4.0,4.0,1,Nothing,NEGATIVE,-1.0,best pletfom and best company,POSITIVE,1.0,nothing best pletfom and best company,NEUTRAL,0.0,AMBIGUOUS,,Bdo,B2B Department,0 Nov 2022
5.0,5.0,1,Good to learn,POSITIVE,1.0,Time and work,POSITIVE,1.0,good to learn time and work,POSITIVE,0.75,GENUINE,,Accounts Officer,Customer Service Department,7 Oct 2022
5.0,5.0,1,Lg is good company & also good product & quality service & get more money also for  company Employee,POSITIVE,1.0,No,NEGATIVE,-1.0,lg is good company also good product quality service get more money also for company employee no,NEGATIVE,-0.25,INCONSISTENT,,Sales Promoter   (working remotely),Customer Support Department,7 Aug 2022
1.0,1.0,-1,You can good opportunities in less time and small post..,POSITIVE,1.0,"Bad work culture,no work life balance,zero focus on skill development, zero guidance",NEGATIVE,-1.0,"you can good opportunities in less time and small post.. bad work culture,no work life balance,zero focus on skill development, zero guidance",NEGATIVE,-0.25,GENUINE,,Assistant Manager,Engineering Department,7 Jun 2022
4.0,4.0,1,In this job salary package is good and respectful job also and I give chance to help our costumer and get experienceeto comunication skill etc,POSITIVE,1.0,Same as above,NEUTRAL,0.0,in this job salary package is good and respectful job also and i give chance to help our costumer and get experienceeto comunication skill etc same as above,POSITIVE,1.0,GENUINE,,Back Office Staff,Marketing Department,1 Jul 2022
4.0,4.0,1,Great System & Learning,POSITIVE,1.0,Work life balance,POSITIVE,1.0,great system learning work life balance,POSITIVE,0.75,GENUINE,,Area Manager,Enterprise & B2B Sales Department,7 Sep 2022
5.0,5.0,1,Good working atmosphere and,POSITIVE,1.0,Nothing,NEGATIVE,-1.0,good working atmosphere and nothing,NEGATIVE,-0.25,INCONSISTENT,,Service Engineer,"Operations, Maintenance & Support Department",6 Nov 2022
5.0,5.0,1,All nature and environment,POSITIVE,1.0,Future opportunity,POSITIVE,1.0,all nature and environment future opportunity,POSITIVE,0.75,GENUINE,,Marketing Intern,,5 Jan 2023
4.0,4.0,1,I have learned for lot of working with LG.Good sales marketing management services etc,POSITIVE,1.0,Nothing,NEGATIVE,-1.0,i have learned for lot of working with lg.good sales marketing management services etc nothing,NEGATIVE,-0.25,INCONSISTENT,,Seles Executive,LG appliances sales marketing Department,4 Aug 2022
3.0,3.0,0,"I have worked in LG Kerala, here it was terrible, the environment is not at all friendly & there is no proper coordination among departments, somehow the products is good so sale is happening automatically, entire team especially the employees who are on role treats new joiners or offrole staffs very badly. I as an offrole staff over there had so many bad experience there.",NEGATIVE,-1.0,"Work culture is not good
Behavioural issues of employees is not been dealt properly by the upper management",NEGATIVE,-1.0,"i have worked in lg kerala, here it was terrible, the environment is not at all friendly there is no proper coordination among departments, somehow the products is good so sale is happening automatically, entire team especially the employees who are on role treats new joiners or offrole staffs very badly. i as an offrole staff over there had so many bad experience there. work culture is not good behavioural issues of employees is not been dealt properly by the upper management",NEGATIVE,-1.0,AMBIGUOUS,,Senior Associate Trainer,Corporate Training Department,6 Apr 2022
4.0,4.0,1,LG has wide product range,POSITIVE,1.0,No work life balance & work pressure is High,NEGATIVE,-1.0,lg has wide product range no work life balance work pressure is high,NEUTRAL,0.0,AMBIGUOUS,,Branch Product Trainer,Corporate Training Department,6 Aug 2022
5.0,5.0,1,I m gaurav,POSITIVE,1.0,I m gaurav,POSITIVE,1.0,i m gaurav i m gaurav,NEUTRAL,0.0,AMBIGUOUS,,Erp Manager   (working remotely),,2 Dec 2022
5.0,5.0,1,LG having good Policies,POSITIVE,1.0,Working culture is worst,NEGATIVE,-1.0,lg having good policies working culture is worst,NEGATIVE,-0.25,INCONSISTENT,,After Sales Service,Customer Service Department,2 Aug 2022
5.0,5.0,1,All electronic products riper and good service,POSITIVE,1.0,No argument,NEGATIVE,-1.0,all electronic products riper and good service no argument,NEUTRAL,0.0,AMBIGUOUS,,Electrician And Ac Technician   (working remotely),,9 Nov 2022
5.0,5.0,1,Happy with LG,POSITIVE,1.0,Nothing dislike points,POSITIVE,1.0,happy with lg nothing dislike points,POSITIVE,0.75,GENUINE,,Store Sales Executive,Retail & B2C Sales Department,4 Mar 2023
4.0,4.0,1,"Skill development, we can learn lot things here. Business development, sales, and marketing.",POSITIVE,1.0,Work life balance,POSITIVE,1.0,"skill development, we can learn lot things here. business development, sales, and marketing. work life balance",POSITIVE,0.75,GENUINE,,Sales Executive,Retail & B2C Sales Department,6 Nov 2022
4.0,4.0,1,Learning point in the way of career,POSITIVE,1.0,Employees Political effect.,POSITIVE,1.0,learning point in the way of career employees political effect.,POSITIVE,0.25,GENUINE,,Customer Support Coordinator,Corporate Communication Department,0 Sep 2022
4.0,4.0,1,Work Environment,POSITIVE,1.0,Working hours are strict,NEGATIVE,-1.0,work environment working hours are strict,POSITIVE,0.25,GENUINE,,Senior Engineer,Production & Manufacturing Department,9 Sep 2022
5.0,5.0,1,One of the premium brands in the white goods industry. Excellent place to learn and develop your skills.,POSITIVE,1.0,"Work life balance . Though company is official off on weekends, you are still bound to work basis management direction towards driving sales.",POSITIVE,1.0,"one of the premium brands in the white goods industry. excellent place to learn and develop your skills. work life balance . though company is official off on weekends, you are still bound to work basis management direction towards driving sales.",POSITIVE,0.5,GENUINE,,Zonal Manager South - B2B (Enterprise Business),Sales Department,8 May 2022
5.0,5.0,1,I am happy to work with LG all about.,POSITIVE,1.0,No any dislike point,POSITIVE,1.0,i am happy to work with lg all about. no any dislike point,POSITIVE,0.5,GENUINE,,Assistant Sales Manager,BD / Pre Sales Department,6 Aug 2022
5.0,5.0,1,I feel very happy that I am working in this company. Even in pandemic my job is secured and after pandemic they increased my salary.,POSITIVE,1.0,,NEUTRAL,0.0,i feel very happy that i am working in this company. even in pandemic my job is secured and after pandemic they increased my salary.,POSITIVE,1.0,GENUINE,,Store Sales Executive,Sales Support & Operations Department,8 Jun 2022
2.0,2.0,-1,Office infrastructure is good.,POSITIVE,1.0,"The inside the department seniors are treating their junior like slave ,shouting, scolding, for even a small error., every day people are resigning.timing is very bad ,on Saturday, Sunday also have to work from home.",NEGATIVE,-1.0,"office infrastructure is good. the inside the department seniors are treating their junior like slave ,shouting, scolding, for even a small error., every day people are resigning.timing is very bad ,on saturday, sunday also have to work from home.",NEGATIVE,-0.25,GENUINE,,Project Planning And Control Analyst,Construction / Manufacturing Department,7 Jun 2022
5.0,5.0,1,Good work culture - good followups and support,POSITIVE,1.0,None - as per my knowledge,NEGATIVE,-1.0,good work culture - good followups and support none - as per my knowledge,NEGATIVE,-0.25,INCONSISTENT,,Proprietor,Sales Support & Operations Department,1 Mar 2023
2.0,2.0,-1,"Few things are good at LG like, Monthly Cultural activities, Task completion monetary rewards, Frequent team get together etc.",POSITIVE,1.0,"First of all, Work life balance is very poor.
Late sitting is in blood and it gets imposed on new employees as well.
Too many tasks run in parallel which create immense stress. Politics is at moderate level same as other companies.",NEGATIVE,-1.0,"few things are good at lg like, monthly cultural activities, task completion monetary rewards, frequent team get together etc. first of all, work life balance is very poor. late sitting is in blood and it gets imposed on new employees as well. too many tasks run in parallel which create immense stress. politics is at moderate level same as other companies.",NEGATIVE,-0.25,GENUINE,,Senior Engineer,Production Department,4 Feb 2022
1.0,1.0,-1,Dislike,NEGATIVE,-1.0,Long office hours and pressure,NEGATIVE,-1.0,dislike long office hours and pressure,NEUTRAL,0.0,AMBIGUOUS,,Branch Marketing Manager,Marketing Department,7 Sep 2022
5.0,5.0,1,Super experience thank u very much LG,POSITIVE,1.0,No dislike all are liked,POSITIVE,1.0,super experience thank u very much lg no dislike all are liked,POSITIVE,1.0,GENUINE,,Sales Executive,,4 Aug 2022
5.0,5.0,1,Good Company great experience,POSITIVE,1.0,Recognition,POSITIVE,1.0,good company great experience recognition,POSITIVE,1.0,GENUINE,,Assistant Area Manager,,1 Dec 2022
4.0,4.0,1,Stable job. Too much segregation on work.,NEGATIVE,-1.0,Over staffing,NEGATIVE,-1.0,stable job. too much segregation on work. over staffing,NEGATIVE,-0.25,INCONSISTENT,,Assistant Manager,Accounting & Taxation Department,9 Sep 2022
4.0,4.0,1,We can learning something special in lg,POSITIVE,1.0,Doesn't exist,NEGATIVE,-1.0,we can learning something special in lg doesn't exist,NEUTRAL,0.0,AMBIGUOUS,,Ac Service,,5 Sep 2022
4.0,4.0,1,Company atmosphere is good overall all benefits are good.,POSITIVE,1.0,Lot of politicas in branch specially Branch manager is political person he behave like company CEO no correct Managment no support only boss giri.,NEGATIVE,-1.0,company atmosphere is good overall all benefits are good. lot of politicas in branch specially branch manager is political person he behave like company ceo no correct managment no support only boss giri.,NEGATIVE,-0.25,INCONSISTENT,,Sales Team Leader,,1 Feb 2022
5.0,5.0,1,Yes,POSITIVE,1.0,All facilities is well but room should be provide  by company,NEUTRAL,0.0,yes all facilities is well but room should be provide by company,POSITIVE,0.75,GENUINE,,Team Member In SCM Deptt.,Sales Support & Operations Department,0 Oct 2022
3.0,3.0,0,Best company to get export more knowledge .. It’s like a govt company for promotions and ratings depends on the bosses not on performance.,NEGATIVE,-1.0,"Zero work life balance.. 
compensation is not upto the roles in sales department. 
Office timings are too bad 8:40 need to punch with 10min grace period",NEGATIVE,-1.0,best company to get export more knowledge .. it s like a govt company for promotions and ratings depends on the bosses not on performance. zero work life balance.. compensation is not upto the roles in sales department. office timings are too bad 8:40 need to punch with 10min grace period,NEUTRAL,0.0,AMBIGUOUS,,Deputy Manager,BD / Pre Sales Department,1 May 2023
5.0,5.0,1,EXCELLENT MANAGEMENT,POSITIVE,1.0,NO DISLIKES ALWAYS LIKE,POSITIVE,1.0,excellent management no dislikes always like,POSITIVE,1.0,GENUINE,,Senior Sales Representative,,9 Aug 2022
5.0,5.0,1,Good work environment and culture and company policies are good and better but salary inquiries it's very low,NEGATIVE,-1.0,Salaryis decent but career growth is slow there is a bond of 2 which you cannot resign and incentive structure it's very rong,NEGATIVE,-1.0,good work environment and culture and company policies are good and better but salary inquiries it's very low salaryis decent but career growth is slow there is a bond of 2 which you cannot resign and incentive structure it's very rong,NEUTRAL,0.0,AMBIGUOUS,,Sales Executive,Retail & B2C Sales Department,1 May 2022
5.0,5.0,1,Lg is very good company,POSITIVE,1.0,Not gaving a Promosion,NEGATIVE,-1.0,lg is very good company not gaving a promosion,NEUTRAL,0.0,AMBIGUOUS,,Team Lead,Sales Support & Operations Department,5 Aug 2022
5.0,5.0,1,Good working place,POSITIVE,1.0,Bad company,NEGATIVE,-1.0,good working place bad company,NEGATIVE,-0.25,INCONSISTENT,,Helpdesk Teamleader,Sales Support & Operations Department,1 Mar 2023
4.0,4.0,1,"Amazing people, everyone ready to help. Free food, free travel service.",POSITIVE,1.0,I have seen many people work for late night.,POSITIVE,1.0,"amazing people, everyone ready to help. free food, free travel service. i have seen many people work for late night.",POSITIVE,0.75,GENUINE,,Tooling Engineer Trainee,,2 Oct 2022
3.0,3.0,0,I feel like i found the LG website to learn,NEGATIVE,-1.0,in LG the worker or employees do not get single day off,NEGATIVE,-1.0,i feel like i found the lg website to learn in lg the worker or employees do not get single day off,NEUTRAL,0.0,AMBIGUOUS,,CCO Computer Operator,Back Office Department,1 Aug 2022
4.0,4.0,1,"Facilities are in good number but work life balance need more improvements, Best company to work at starting & end of their career, mid level position need to work more & keep on running behind the target dates.
Overall a good exposure",POSITIVE,1.0,Work life balance,POSITIVE,1.0,"facilities are in good number but work life balance need more improvements, best company to work at starting end of their career, mid level position need to work more keep on running behind the target dates. overall a good exposure work life balance",POSITIVE,0.5,GENUINE,,Manufacturing Process Engineer,Engineering Department,0 Jun 2022
